DS_NAME,N,NL,CLF_NAME,K,TRE,TESTE,E_DIFF,REG/HP
circles,10,0.0,log_reg,0,0.75,0.0,0.75,0.001
circles,10,0.0,log_reg,0,0.75,0.0,0.75,0.01
circles,10,0.0,log_reg,0,0.75,0.0,0.75,0.1
circles,10,0.0,log_reg,0,0.75,0.0,0.75,1.0
circles,10,0.0,log_reg,0,0.875,0.0,0.875,10.0
circles,10,0.0,log_reg,0,1.0,0.0,1.0,100.0
circles,10,0.0,log_reg,0,1.0,0.0,1.0,1000.0
circles,10,0.0,svm,0,0.75,0.0,0.75,0.001
circles,10,0.0,svm,0,0.75,0.0,0.75,0.005
circles,10,0.0,svm,0,0.75,0.0,0.75,0.01
circles,10,0.0,svm,0,0.75,0.0,0.75,0.1
circles,10,0.0,svm,0,0.75,0.0,0.75,0.5
circles,10,0.0,svm,0,0.75,0.0,0.75,1.0
circles,10,0.0,svm,0,1.0,0.0,1.0,5.0
circles,10,0.0,svm,0,1.0,0.0,1.0,10.0
circles,10,0.0,svm,0,1.0,0.0,1.0,100.0
circles,10,0.0,svm,0,1.0,0.0,1.0,1000.0
circles,10,0.0,log_reg,1,0.625,0.5,0.125,0.001
circles,10,0.0,log_reg,1,0.625,0.5,0.125,0.01
circles,10,0.0,log_reg,1,0.625,0.5,0.125,0.1
circles,10,0.0,log_reg,1,0.625,0.5,0.125,1.0
circles,10,0.0,log_reg,1,0.75,0.5,0.25,10.0
circles,10,0.0,log_reg,1,0.75,0.5,0.25,100.0
circles,10,0.0,log_reg,1,0.75,0.5,0.25,1000.0
circles,10,0.0,svm,1,0.625,0.5,0.125,0.001
circles,10,0.0,svm,1,0.625,0.5,0.125,0.005
circles,10,0.0,svm,1,0.625,0.5,0.125,0.01
circles,10,0.0,svm,1,0.625,0.5,0.125,0.1
circles,10,0.0,svm,1,0.625,0.5,0.125,0.5
circles,10,0.0,svm,1,0.75,0.0,0.75,1.0
circles,10,0.0,svm,1,1.0,0.0,1.0,5.0
circles,10,0.0,svm,1,1.0,0.0,1.0,10.0
circles,10,0.0,svm,1,1.0,0.0,1.0,100.0
circles,10,0.0,svm,1,1.0,0.0,1.0,1000.0
circles,10,0.0,log_reg,2,0.625,0.5,0.125,0.001
circles,10,0.0,log_reg,2,0.625,0.5,0.125,0.01
circles,10,0.0,log_reg,2,0.625,0.5,0.125,0.1
circles,10,0.0,log_reg,2,0.75,0.5,0.25,1.0
circles,10,0.0,log_reg,2,0.75,0.5,0.25,10.0
circles,10,0.0,log_reg,2,0.75,0.5,0.25,100.0
circles,10,0.0,log_reg,2,0.75,0.5,0.25,1000.0
circles,10,0.0,svm,2,0.625,0.5,0.125,0.001
circles,10,0.0,svm,2,0.625,0.5,0.125,0.005
circles,10,0.0,svm,2,0.625,0.5,0.125,0.01
circles,10,0.0,svm,2,0.625,0.5,0.125,0.1
circles,10,0.0,svm,2,0.625,0.5,0.125,0.5
circles,10,0.0,svm,2,0.875,0.5,0.375,1.0
circles,10,0.0,svm,2,0.875,0.5,0.375,5.0
circles,10,0.0,svm,2,0.875,0.5,0.375,10.0
circles,10,0.0,svm,2,1.0,0.5,0.5,100.0
circles,10,0.0,svm,2,1.0,0.5,0.5,1000.0
circles,10,0.0,log_reg,3,0.625,0.5,0.125,0.001
circles,10,0.0,log_reg,3,0.625,0.5,0.125,0.01
circles,10,0.0,log_reg,3,0.625,0.5,0.125,0.1
circles,10,0.0,log_reg,3,0.625,0.5,0.125,1.0
circles,10,0.0,log_reg,3,0.625,0.5,0.125,10.0
circles,10,0.0,log_reg,3,0.75,1.0,-0.25,100.0
circles,10,0.0,log_reg,3,0.75,1.0,-0.25,1000.0
circles,10,0.0,svm,3,0.625,0.5,0.125,0.001
circles,10,0.0,svm,3,0.625,0.5,0.125,0.005
circles,10,0.0,svm,3,0.625,0.5,0.125,0.01
circles,10,0.0,svm,3,0.625,0.5,0.125,0.1
circles,10,0.0,svm,3,0.625,0.5,0.125,0.5
circles,10,0.0,svm,3,0.625,0.5,0.125,1.0
circles,10,0.0,svm,3,0.875,1.0,-0.125,5.0
circles,10,0.0,svm,3,0.875,1.0,-0.125,10.0
circles,10,0.0,svm,3,1.0,0.5,0.5,100.0
circles,10,0.0,svm,3,1.0,0.5,0.5,1000.0
circles,10,0.0,log_reg,4,0.625,0.5,0.125,0.001
circles,10,0.0,log_reg,4,0.625,0.5,0.125,0.01
circles,10,0.0,log_reg,4,0.625,0.5,0.125,0.1
circles,10,0.0,log_reg,4,0.75,0.5,0.25,1.0
circles,10,0.0,log_reg,4,0.75,0.5,0.25,10.0
circles,10,0.0,log_reg,4,0.75,0.5,0.25,100.0
circles,10,0.0,log_reg,4,0.75,0.5,0.25,1000.0
circles,10,0.0,svm,4,0.625,0.5,0.125,0.001
circles,10,0.0,svm,4,0.625,0.5,0.125,0.005
circles,10,0.0,svm,4,0.625,0.5,0.125,0.01
circles,10,0.0,svm,4,0.625,0.5,0.125,0.1
circles,10,0.0,svm,4,0.625,0.5,0.125,0.5
circles,10,0.0,svm,4,0.75,0.5,0.25,1.0
circles,10,0.0,svm,4,0.875,1.0,-0.125,5.0
circles,10,0.0,svm,4,1.0,1.0,0.0,10.0
circles,10,0.0,svm,4,1.0,0.5,0.5,100.0
circles,10,0.0,svm,4,1.0,0.5,0.5,1000.0
circles,10,0.0,log_reg,5,0.625,0.5,0.125,0.001
circles,10,0.0,log_reg,5,0.625,0.5,0.125,0.01
circles,10,0.0,log_reg,5,0.625,0.5,0.125,0.1
circles,10,0.0,log_reg,5,0.625,0.5,0.125,1.0
circles,10,0.0,log_reg,5,0.625,1.0,-0.375,10.0
circles,10,0.0,log_reg,5,0.625,1.0,-0.375,100.0
circles,10,0.0,log_reg,5,0.625,1.0,-0.375,1000.0
circles,10,0.0,svm,5,0.625,0.5,0.125,0.001
circles,10,0.0,svm,5,0.625,0.5,0.125,0.005
circles,10,0.0,svm,5,0.625,0.5,0.125,0.01
circles,10,0.0,svm,5,0.625,0.5,0.125,0.1
circles,10,0.0,svm,5,0.625,0.5,0.125,0.5
circles,10,0.0,svm,5,0.625,0.5,0.125,1.0
circles,10,0.0,svm,5,1.0,0.5,0.5,5.0
circles,10,0.0,svm,5,1.0,0.5,0.5,10.0
circles,10,0.0,svm,5,1.0,0.5,0.5,100.0
circles,10,0.0,svm,5,1.0,0.5,0.5,1000.0
circles,10,0.0,log_reg,6,0.625,0.5,0.125,0.001
circles,10,0.0,log_reg,6,0.625,0.5,0.125,0.01
circles,10,0.0,log_reg,6,0.625,0.5,0.125,0.1
circles,10,0.0,log_reg,6,0.875,0.0,0.875,1.0
circles,10,0.0,log_reg,6,0.875,0.0,0.875,10.0
circles,10,0.0,log_reg,6,0.875,0.0,0.875,100.0
circles,10,0.0,log_reg,6,0.875,0.0,0.875,1000.0
circles,10,0.0,svm,6,0.625,0.5,0.125,0.001
circles,10,0.0,svm,6,0.625,0.5,0.125,0.005
circles,10,0.0,svm,6,0.625,0.5,0.125,0.01
circles,10,0.0,svm,6,0.625,0.5,0.125,0.1
circles,10,0.0,svm,6,0.875,0.0,0.875,0.5
circles,10,0.0,svm,6,0.875,0.0,0.875,1.0
circles,10,0.0,svm,6,0.875,0.5,0.375,5.0
circles,10,0.0,svm,6,0.875,0.5,0.375,10.0
circles,10,0.0,svm,6,1.0,0.5,0.5,100.0
circles,10,0.0,svm,6,1.0,0.5,0.5,1000.0
circles,10,0.0,log_reg,7,0.625,0.5,0.125,0.001
circles,10,0.0,log_reg,7,0.625,0.5,0.125,0.01
circles,10,0.0,log_reg,7,0.625,0.5,0.125,0.1
circles,10,0.0,log_reg,7,0.75,0.5,0.25,1.0
circles,10,0.0,log_reg,7,0.75,0.5,0.25,10.0
circles,10,0.0,log_reg,7,0.75,0.5,0.25,100.0
circles,10,0.0,log_reg,7,0.75,0.5,0.25,1000.0
circles,10,0.0,svm,7,0.625,0.5,0.125,0.001
circles,10,0.0,svm,7,0.625,0.5,0.125,0.005
circles,10,0.0,svm,7,0.625,0.5,0.125,0.01
circles,10,0.0,svm,7,0.625,0.5,0.125,0.1
circles,10,0.0,svm,7,0.625,0.5,0.125,0.5
circles,10,0.0,svm,7,0.75,1.0,-0.25,1.0
circles,10,0.0,svm,7,0.875,1.0,-0.125,5.0
circles,10,0.0,svm,7,1.0,1.0,0.0,10.0
circles,10,0.0,svm,7,1.0,0.5,0.5,100.0
circles,10,0.0,svm,7,1.0,0.5,0.5,1000.0
circles,10,0.0,log_reg,8,0.625,0.5,0.125,0.001
circles,10,0.0,log_reg,8,0.625,0.5,0.125,0.01
circles,10,0.0,log_reg,8,0.625,0.5,0.125,0.1
circles,10,0.0,log_reg,8,0.625,0.5,0.125,1.0
circles,10,0.0,log_reg,8,0.625,0.5,0.125,10.0
circles,10,0.0,log_reg,8,0.625,0.5,0.125,100.0
circles,10,0.0,log_reg,8,0.625,0.5,0.125,1000.0
circles,10,0.0,svm,8,0.625,0.5,0.125,0.001
circles,10,0.0,svm,8,0.625,0.5,0.125,0.005
circles,10,0.0,svm,8,0.625,0.5,0.125,0.01
circles,10,0.0,svm,8,0.625,0.5,0.125,0.1
circles,10,0.0,svm,8,0.75,0.5,0.25,0.5
circles,10,0.0,svm,8,0.75,0.5,0.25,1.0
circles,10,0.0,svm,8,1.0,0.5,0.5,5.0
circles,10,0.0,svm,8,1.0,1.0,0.0,10.0
circles,10,0.0,svm,8,1.0,1.0,0.0,100.0
circles,10,0.0,svm,8,1.0,1.0,0.0,1000.0
circles,10,0.0,log_reg,9,0.625,0.5,0.125,0.001
circles,10,0.0,log_reg,9,0.75,0.5,0.25,0.01
circles,10,0.0,log_reg,9,0.75,0.5,0.25,0.1
circles,10,0.0,log_reg,9,0.625,0.5,0.125,1.0
circles,10,0.0,log_reg,9,0.625,0.5,0.125,10.0
circles,10,0.0,log_reg,9,0.625,0.5,0.125,100.0
circles,10,0.0,log_reg,9,0.625,0.5,0.125,1000.0
circles,10,0.0,svm,9,0.625,0.5,0.125,0.001
circles,10,0.0,svm,9,0.625,0.5,0.125,0.005
circles,10,0.0,svm,9,0.625,0.5,0.125,0.01
circles,10,0.0,svm,9,0.625,0.5,0.125,0.1
circles,10,0.0,svm,9,0.75,0.5,0.25,0.5
circles,10,0.0,svm,9,0.75,0.5,0.25,1.0
circles,10,0.0,svm,9,1.0,0.5,0.5,5.0
circles,10,0.0,svm,9,1.0,1.0,0.0,10.0
circles,10,0.0,svm,9,1.0,0.0,1.0,100.0
circles,10,0.0,svm,9,1.0,0.0,1.0,1000.0
circles,50,0.0,log_reg,0,0.6,0.6,0.0,0.001
circles,50,0.0,log_reg,0,0.6,0.6,0.0,0.01
circles,50,0.0,log_reg,0,0.6,0.6,0.0,0.1
circles,50,0.0,log_reg,0,0.7,0.7,0.0,1.0
circles,50,0.0,log_reg,0,0.65,0.6,0.05,10.0
circles,50,0.0,log_reg,0,0.65,0.6,0.05,100.0
circles,50,0.0,log_reg,0,0.65,0.6,0.05,1000.0
circles,50,0.0,svm,0,0.6,0.6,0.0,0.001
circles,50,0.0,svm,0,0.6,0.6,0.0,0.005
circles,50,0.0,svm,0,0.6,0.6,0.0,0.01
circles,50,0.0,svm,0,0.6,0.6,0.0,0.1
circles,50,0.0,svm,0,0.6,0.6,0.0,0.5
circles,50,0.0,svm,0,0.6,0.6,0.0,1.0
circles,50,0.0,svm,0,0.925,0.7,0.2250000000000001,5.0
circles,50,0.0,svm,0,1.0,0.7,0.3,10.0
circles,50,0.0,svm,0,1.0,0.6,0.4,100.0
circles,50,0.0,svm,0,1.0,0.6,0.4,1000.0
circles,50,0.0,log_reg,1,0.6,0.6,0.0,0.001
circles,50,0.0,log_reg,1,0.6,0.6,0.0,0.01
circles,50,0.0,log_reg,1,0.6,0.6,0.0,0.1
circles,50,0.0,log_reg,1,0.675,0.7,-0.0249999999999999,1.0
circles,50,0.0,log_reg,1,0.625,0.5,0.125,10.0
circles,50,0.0,log_reg,1,0.625,0.5,0.125,100.0
circles,50,0.0,log_reg,1,0.625,0.5,0.125,1000.0
circles,50,0.0,svm,1,0.6,0.6,0.0,0.001
circles,50,0.0,svm,1,0.6,0.6,0.0,0.005
circles,50,0.0,svm,1,0.6,0.6,0.0,0.01
circles,50,0.0,svm,1,0.6,0.6,0.0,0.1
circles,50,0.0,svm,1,0.6,0.6,0.0,0.5
circles,50,0.0,svm,1,0.7,0.7,0.0,1.0
circles,50,0.0,svm,1,0.9,0.9,0.0,5.0
circles,50,0.0,svm,1,1.0,0.9,0.0999999999999999,10.0
circles,50,0.0,svm,1,1.0,0.8,0.1999999999999999,100.0
circles,50,0.0,svm,1,1.0,0.7,0.3,1000.0
circles,50,0.0,log_reg,2,0.6,0.6,0.0,0.001
circles,50,0.0,log_reg,2,0.6,0.6,0.0,0.01
circles,50,0.0,log_reg,2,0.6,0.6,0.0,0.1
circles,50,0.0,log_reg,2,0.7,0.4,0.2999999999999999,1.0
circles,50,0.0,log_reg,2,0.625,0.5,0.125,10.0
circles,50,0.0,log_reg,2,0.625,0.5,0.125,100.0
circles,50,0.0,log_reg,2,0.625,0.5,0.125,1000.0
circles,50,0.0,svm,2,0.6,0.6,0.0,0.001
circles,50,0.0,svm,2,0.6,0.6,0.0,0.005
circles,50,0.0,svm,2,0.6,0.6,0.0,0.01
circles,50,0.0,svm,2,0.6,0.6,0.0,0.1
circles,50,0.0,svm,2,0.6,0.6,0.0,0.5
circles,50,0.0,svm,2,0.725,0.6,0.125,1.0
circles,50,0.0,svm,2,0.925,0.6,0.325,5.0
circles,50,0.0,svm,2,1.0,0.6,0.4,10.0
circles,50,0.0,svm,2,1.0,0.6,0.4,100.0
circles,50,0.0,svm,2,1.0,0.6,0.4,1000.0
circles,50,0.0,log_reg,3,0.6,0.6,0.0,0.001
circles,50,0.0,log_reg,3,0.6,0.6,0.0,0.01
circles,50,0.0,log_reg,3,0.6,0.6,0.0,0.1
circles,50,0.0,log_reg,3,0.725,0.3,0.425,1.0
circles,50,0.0,log_reg,3,0.7,0.3,0.3999999999999999,10.0
circles,50,0.0,log_reg,3,0.7,0.3,0.3999999999999999,100.0
circles,50,0.0,log_reg,3,0.7,0.3,0.3999999999999999,1000.0
circles,50,0.0,svm,3,0.6,0.6,0.0,0.001
circles,50,0.0,svm,3,0.6,0.6,0.0,0.005
circles,50,0.0,svm,3,0.6,0.6,0.0,0.01
circles,50,0.0,svm,3,0.6,0.6,0.0,0.1
circles,50,0.0,svm,3,0.75,0.3,0.45,0.5
circles,50,0.0,svm,3,0.75,0.3,0.45,1.0
circles,50,0.0,svm,3,0.875,0.6,0.275,5.0
circles,50,0.0,svm,3,1.0,0.7,0.3,10.0
circles,50,0.0,svm,3,1.0,0.7,0.3,100.0
circles,50,0.0,svm,3,1.0,0.6,0.4,1000.0
circles,50,0.0,log_reg,4,0.6,0.6,0.0,0.001
circles,50,0.0,log_reg,4,0.6,0.6,0.0,0.01
circles,50,0.0,log_reg,4,0.6,0.6,0.0,0.1
circles,50,0.0,log_reg,4,0.725,0.6,0.125,1.0
circles,50,0.0,log_reg,4,0.675,0.4,0.275,10.0
circles,50,0.0,log_reg,4,0.675,0.4,0.275,100.0
circles,50,0.0,log_reg,4,0.675,0.4,0.275,1000.0
circles,50,0.0,svm,4,0.6,0.6,0.0,0.001
circles,50,0.0,svm,4,0.6,0.6,0.0,0.005
circles,50,0.0,svm,4,0.6,0.6,0.0,0.01
circles,50,0.0,svm,4,0.6,0.6,0.0,0.1
circles,50,0.0,svm,4,0.775,0.6,0.175,0.5
circles,50,0.0,svm,4,0.725,0.6,0.125,1.0
circles,50,0.0,svm,4,0.825,0.6,0.2249999999999999,5.0
circles,50,0.0,svm,4,0.9,0.6,0.3,10.0
circles,50,0.0,svm,4,1.0,0.7,0.3,100.0
circles,50,0.0,svm,4,1.0,0.6,0.4,1000.0
circles,50,0.0,log_reg,5,0.675,0.3,0.375,0.001
circles,50,0.0,log_reg,5,0.675,0.3,0.375,0.01
circles,50,0.0,log_reg,5,0.675,0.3,0.375,0.1
circles,50,0.0,log_reg,5,0.675,0.3,0.375,1.0
circles,50,0.0,log_reg,5,0.675,0.3,0.375,10.0
circles,50,0.0,log_reg,5,0.675,0.3,0.375,100.0
circles,50,0.0,log_reg,5,0.675,0.3,0.375,1000.0
circles,50,0.0,svm,5,0.675,0.3,0.375,0.001
circles,50,0.0,svm,5,0.675,0.3,0.375,0.005
circles,50,0.0,svm,5,0.675,0.3,0.375,0.01
circles,50,0.0,svm,5,0.675,0.3,0.375,0.1
circles,50,0.0,svm,5,0.675,0.3,0.375,0.5
circles,50,0.0,svm,5,0.675,0.3,0.375,1.0
circles,50,0.0,svm,5,0.775,0.3,0.475,5.0
circles,50,0.0,svm,5,0.925,0.6,0.325,10.0
circles,50,0.0,svm,5,1.0,0.6,0.4,100.0
circles,50,0.0,svm,5,1.0,0.3,0.7,1000.0
circles,50,0.0,log_reg,6,0.55,0.8,-0.25,0.001
circles,50,0.0,log_reg,6,0.55,0.8,-0.25,0.01
circles,50,0.0,log_reg,6,0.625,0.8,-0.175,0.1
circles,50,0.0,log_reg,6,0.6,0.4,0.1999999999999999,1.0
circles,50,0.0,log_reg,6,0.575,0.4,0.1749999999999999,10.0
circles,50,0.0,log_reg,6,0.575,0.4,0.1749999999999999,100.0
circles,50,0.0,log_reg,6,0.575,0.4,0.1749999999999999,1000.0
circles,50,0.0,svm,6,0.55,0.8,-0.25,0.001
circles,50,0.0,svm,6,0.55,0.8,-0.25,0.005
circles,50,0.0,svm,6,0.55,0.8,-0.25,0.01
circles,50,0.0,svm,6,0.55,0.8,-0.25,0.1
circles,50,0.0,svm,6,0.65,0.4,0.25,0.5
circles,50,0.0,svm,6,0.7,0.4,0.2999999999999999,1.0
circles,50,0.0,svm,6,0.85,0.5,0.35,5.0
circles,50,0.0,svm,6,0.975,0.7,0.275,10.0
circles,50,0.0,svm,6,1.0,0.9,0.0999999999999999,100.0
circles,50,0.0,svm,6,1.0,0.8,0.1999999999999999,1000.0
circles,50,0.0,log_reg,7,0.575,0.7,-0.125,0.001
circles,50,0.0,log_reg,7,0.575,0.7,-0.125,0.01
circles,50,0.0,log_reg,7,0.575,0.7,-0.125,0.1
circles,50,0.0,log_reg,7,0.575,0.7,-0.125,1.0
circles,50,0.0,log_reg,7,0.575,0.7,-0.125,10.0
circles,50,0.0,log_reg,7,0.575,0.7,-0.125,100.0
circles,50,0.0,log_reg,7,0.575,0.7,-0.125,1000.0
circles,50,0.0,svm,7,0.575,0.7,-0.125,0.001
circles,50,0.0,svm,7,0.575,0.7,-0.125,0.005
circles,50,0.0,svm,7,0.575,0.7,-0.125,0.01
circles,50,0.0,svm,7,0.575,0.7,-0.125,0.1
circles,50,0.0,svm,7,0.575,0.7,-0.125,0.5
circles,50,0.0,svm,7,0.675,0.7,-0.0249999999999999,1.0
circles,50,0.0,svm,7,0.85,0.8,0.0499999999999999,5.0
circles,50,0.0,svm,7,1.0,0.9,0.0999999999999999,10.0
circles,50,0.0,svm,7,1.0,0.8,0.1999999999999999,100.0
circles,50,0.0,svm,7,1.0,0.7,0.3,1000.0
circles,50,0.0,log_reg,8,0.525,0.9,-0.375,0.001
circles,50,0.0,log_reg,8,0.525,0.9,-0.375,0.01
circles,50,0.0,log_reg,8,0.525,0.9,-0.375,0.1
circles,50,0.0,log_reg,8,0.525,0.9,-0.375,1.0
circles,50,0.0,log_reg,8,0.55,0.9,-0.35,10.0
circles,50,0.0,log_reg,8,0.575,0.9,-0.325,100.0
circles,50,0.0,log_reg,8,0.575,0.9,-0.325,1000.0
circles,50,0.0,svm,8,0.525,0.9,-0.375,0.001
circles,50,0.0,svm,8,0.525,0.9,-0.375,0.005
circles,50,0.0,svm,8,0.525,0.9,-0.375,0.01
circles,50,0.0,svm,8,0.525,0.9,-0.375,0.1
circles,50,0.0,svm,8,0.525,0.9,-0.375,0.5
circles,50,0.0,svm,8,0.675,0.9,-0.2249999999999999,1.0
circles,50,0.0,svm,8,0.975,0.9,0.0749999999999999,5.0
circles,50,0.0,svm,8,1.0,0.9,0.0999999999999999,10.0
circles,50,0.0,svm,8,1.0,0.9,0.0999999999999999,100.0
circles,50,0.0,svm,8,1.0,0.9,0.0999999999999999,1000.0
circles,50,0.0,log_reg,9,0.6,0.6,0.0,0.001
circles,50,0.0,log_reg,9,0.6,0.6,0.0,0.01
circles,50,0.0,log_reg,9,0.6,0.6,0.0,0.1
circles,50,0.0,log_reg,9,0.6,0.6,0.0,1.0
circles,50,0.0,log_reg,9,0.6,0.6,0.0,10.0
circles,50,0.0,log_reg,9,0.6,0.6,0.0,100.0
circles,50,0.0,log_reg,9,0.6,0.6,0.0,1000.0
circles,50,0.0,svm,9,0.6,0.6,0.0,0.001
circles,50,0.0,svm,9,0.6,0.6,0.0,0.005
circles,50,0.0,svm,9,0.6,0.6,0.0,0.01
circles,50,0.0,svm,9,0.6,0.6,0.0,0.1
circles,50,0.0,svm,9,0.6,0.6,0.0,0.5
circles,50,0.0,svm,9,0.6,0.6,0.0,1.0
circles,50,0.0,svm,9,0.825,0.5,0.3249999999999999,5.0
circles,50,0.0,svm,9,1.0,0.7,0.3,10.0
circles,50,0.0,svm,9,1.0,0.9,0.0999999999999999,100.0
circles,50,0.0,svm,9,1.0,0.7,0.3,1000.0
circles,100,0.0,log_reg,0,0.6,0.4,0.1999999999999999,0.001
circles,100,0.0,log_reg,0,0.6,0.4,0.1999999999999999,0.01
circles,100,0.0,log_reg,0,0.6625,0.5,0.1624999999999999,0.1
circles,100,0.0,log_reg,0,0.6875,0.55,0.1374999999999999,1.0
circles,100,0.0,log_reg,0,0.6875,0.55,0.1374999999999999,10.0
circles,100,0.0,log_reg,0,0.6875,0.55,0.1374999999999999,100.0
circles,100,0.0,log_reg,0,0.6875,0.55,0.1374999999999999,1000.0
circles,100,0.0,svm,0,0.6,0.4,0.1999999999999999,0.001
circles,100,0.0,svm,0,0.6,0.4,0.1999999999999999,0.005
circles,100,0.0,svm,0,0.6,0.4,0.1999999999999999,0.01
circles,100,0.0,svm,0,0.6875,0.6,0.0875,0.1
circles,100,0.0,svm,0,0.775,0.65,0.125,0.5
circles,100,0.0,svm,0,0.8625,0.7,0.1625000000000001,1.0
circles,100,0.0,svm,0,0.975,0.85,0.125,5.0
circles,100,0.0,svm,0,1.0,0.95,0.05,10.0
circles,100,0.0,svm,0,1.0,0.9,0.0999999999999999,100.0
circles,100,0.0,svm,0,1.0,0.55,0.4499999999999999,1000.0
circles,100,0.0,log_reg,1,0.5375,0.65,-0.1125,0.001
circles,100,0.0,log_reg,1,0.5375,0.65,-0.1125,0.01
circles,100,0.0,log_reg,1,0.575,0.75,-0.175,0.1
circles,100,0.0,log_reg,1,0.6,0.75,-0.15,1.0
circles,100,0.0,log_reg,1,0.6,0.75,-0.15,10.0
circles,100,0.0,log_reg,1,0.6,0.75,-0.15,100.0
circles,100,0.0,log_reg,1,0.6,0.75,-0.15,1000.0
circles,100,0.0,svm,1,0.5375,0.65,-0.1125,0.001
circles,100,0.0,svm,1,0.5375,0.65,-0.1125,0.005
circles,100,0.0,svm,1,0.5375,0.65,-0.1125,0.01
circles,100,0.0,svm,1,0.6125,0.8,-0.1875,0.1
circles,100,0.0,svm,1,0.725,0.8,-0.075,0.5
circles,100,0.0,svm,1,1.0,1.0,0.0,1.0
circles,100,0.0,svm,1,1.0,1.0,0.0,5.0
circles,100,0.0,svm,1,1.0,1.0,0.0,10.0
circles,100,0.0,svm,1,1.0,0.95,0.05,100.0
circles,100,0.0,svm,1,1.0,0.9,0.0999999999999999,1000.0
circles,100,0.0,log_reg,2,0.5875,0.45,0.1375,0.001
circles,100,0.0,log_reg,2,0.5875,0.45,0.1375,0.01
circles,100,0.0,log_reg,2,0.7125,0.6,0.1125,0.1
circles,100,0.0,log_reg,2,0.675,0.7,-0.0249999999999999,1.0
circles,100,0.0,log_reg,2,0.6625,0.65,0.0124999999999999,10.0
circles,100,0.0,log_reg,2,0.6625,0.65,0.0124999999999999,100.0
circles,100,0.0,log_reg,2,0.6625,0.65,0.0124999999999999,1000.0
circles,100,0.0,svm,2,0.5875,0.45,0.1375,0.001
circles,100,0.0,svm,2,0.5875,0.45,0.1375,0.005
circles,100,0.0,svm,2,0.5875,0.45,0.1375,0.01
circles,100,0.0,svm,2,0.7,0.7,0.0,0.1
circles,100,0.0,svm,2,0.7875,0.7,0.0875,0.5
circles,100,0.0,svm,2,0.8875,0.75,0.1374999999999999,1.0
circles,100,0.0,svm,2,1.0,0.9,0.0999999999999999,5.0
circles,100,0.0,svm,2,1.0,0.9,0.0999999999999999,10.0
circles,100,0.0,svm,2,1.0,0.9,0.0999999999999999,100.0
circles,100,0.0,svm,2,1.0,0.5,0.5,1000.0
circles,100,0.0,log_reg,3,0.55,0.6,-0.0499999999999999,0.001
circles,100,0.0,log_reg,3,0.55,0.6,-0.0499999999999999,0.01
circles,100,0.0,log_reg,3,0.6625,0.75,-0.0875,0.1
circles,100,0.0,log_reg,3,0.6375,0.75,-0.1125,1.0
circles,100,0.0,log_reg,3,0.6375,0.75,-0.1125,10.0
circles,100,0.0,log_reg,3,0.6375,0.75,-0.1125,100.0
circles,100,0.0,log_reg,3,0.6375,0.75,-0.1125,1000.0
circles,100,0.0,svm,3,0.55,0.6,-0.0499999999999999,0.001
circles,100,0.0,svm,3,0.55,0.6,-0.0499999999999999,0.005
circles,100,0.0,svm,3,0.55,0.6,-0.0499999999999999,0.01
circles,100,0.0,svm,3,0.65,0.75,-0.0999999999999999,0.1
circles,100,0.0,svm,3,0.75,0.75,0.0,0.5
circles,100,0.0,svm,3,1.0,1.0,0.0,1.0
circles,100,0.0,svm,3,1.0,1.0,0.0,5.0
circles,100,0.0,svm,3,1.0,1.0,0.0,10.0
circles,100,0.0,svm,3,1.0,1.0,0.0,100.0
circles,100,0.0,svm,3,1.0,0.7,0.3,1000.0
circles,100,0.0,log_reg,4,0.5875,0.45,0.1375,0.001
circles,100,0.0,log_reg,4,0.5875,0.45,0.1375,0.01
circles,100,0.0,log_reg,4,0.5875,0.45,0.1375,0.1
circles,100,0.0,log_reg,4,0.625,0.7,-0.0749999999999999,1.0
circles,100,0.0,log_reg,4,0.6,0.7,-0.0999999999999999,10.0
circles,100,0.0,log_reg,4,0.6,0.7,-0.0999999999999999,100.0
circles,100,0.0,log_reg,4,0.6,0.7,-0.0999999999999999,1000.0
circles,100,0.0,svm,4,0.5875,0.45,0.1375,0.001
circles,100,0.0,svm,4,0.5875,0.45,0.1375,0.005
circles,100,0.0,svm,4,0.5875,0.45,0.1375,0.01
circles,100,0.0,svm,4,0.5875,0.45,0.1375,0.1
circles,100,0.0,svm,4,0.725,0.7,0.025,0.5
circles,100,0.0,svm,4,0.925,0.85,0.075,1.0
circles,100,0.0,svm,4,1.0,0.95,0.05,5.0
circles,100,0.0,svm,4,1.0,0.95,0.05,10.0
circles,100,0.0,svm,4,1.0,0.9,0.0999999999999999,100.0
circles,100,0.0,svm,4,1.0,0.7,0.3,1000.0
circles,100,0.0,log_reg,5,0.5375,0.65,-0.1125,0.001
circles,100,0.0,log_reg,5,0.5375,0.65,-0.1125,0.01
circles,100,0.0,log_reg,5,0.6375,0.55,0.0874999999999999,0.1
circles,100,0.0,log_reg,5,0.675,0.5,0.175,1.0
circles,100,0.0,log_reg,5,0.675,0.5,0.175,10.0
circles,100,0.0,log_reg,5,0.675,0.5,0.175,100.0
circles,100,0.0,log_reg,5,0.675,0.5,0.175,1000.0
circles,100,0.0,svm,5,0.5375,0.65,-0.1125,0.001
circles,100,0.0,svm,5,0.5375,0.65,-0.1125,0.005
circles,100,0.0,svm,5,0.5375,0.65,-0.1125,0.01
circles,100,0.0,svm,5,0.6625,0.5,0.1624999999999999,0.1
